"Granule Name","Platform","Sensor","Beam Mode","Beam Mode Description","Orbit","Path Number","Frame Number","Acquisition Date","Processing Date","Processing Level","Start Time","End Time","Center Lat","Center Lon","Near Start Lat","Near Start Lon","Far Start Lat","Far Start Lon","Near End Lat","Near End Lon","Far End Lat","Far End Lon","Faraday Rotation","Ascending or Descending?","URL","Size (MB)","Off Nadir Angle","Stack Size","Baseline Perp.","Doppler","GroupID"
"S1A_IW_SLC__1SSV_20170101T120038_20170101T120105_014638_017CD1_A1B4","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","14638","41","129","2017-01-01T12:01:05.000000","2017-01-01T12:00:38.000000","SLC","2017-01-01T12:00:38.000000","2017-01-01T12:01:05.000000","40.6755","88.8259","41.276932","87.131775","39.6576","87.546257","41.67345","90.150749","40.054897","90.490257","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20170101T120038_20170101T120105_014638_017CD1_A1B4.zip","2153.8079767227173","NA","NA","NA","0","S1A_IWSV_0129_0134_014638_041"
"S1A_IW_SLC__1SSV_20170101T120013_20170101T120040_014638_017CD1_1732","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","14638","41","124","2017-01-01T12:00:40.000000","2017-01-01T12:00:13.000000","SLC","2017-01-01T12:00:13.000000","2017-01-01T12:00:40.000000","39.1849","89.1742","39.787209","87.51918","38.166779","87.92379","40.184002","90.466614","38.564667","90.801598","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20170101T120013_20170101T120040_014638_017CD1_1732.zip","2235.801944732666","NA","NA","NA","0","S1A_IWSV_0124_0129_014638_041"
"S1A_IW_SLC__1SSV_20170101T115947_20170101T120015_014638_017CD1_76DD","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","14638","41","119","2017-01-01T12:00:15.000000","2017-01-01T11:59:47.000000","SLC","2017-01-01T11:59:47.000000","2017-01-01T12:00:15.000000","37.6714","89.5707","38.305168","87.958885","36.627167","88.36676","38.697735","90.814018","37.021236","91.155663","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20170101T115947_20170101T120015_014638_017CD1_76DD.zip","2300.118339538574","NA","NA","NA","0","S1A_IWSV_0119_0124_014638_041"
"S1A_IW_SLC__1SSV_20170101T115922_20170101T115949_014638_017CD1_555B","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","14638","41","114","2017-01-01T11:59:49.000000","2017-01-01T11:59:22.000000","SLC","2017-01-01T11:59:22.000000","2017-01-01T11:59:49.000000","36.151","89.9164","36.756645","88.346771","35.135231","88.732483","37.14975","91.13607","35.530052","91.462494","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20170101T115922_20170101T115949_014638_017CD1_555B.zip","2211.1139392852783","NA","NA","NA","0","S1A_IWSV_0114_0119_014638_041"
"S1A_IW_SLC__1SSV_20170101T115857_20170101T115924_014638_017CD1_EBEE","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","14638","41","109","2017-01-01T11:59:24.000000","2017-01-01T11:58:57.000000","SLC","2017-01-01T11:58:57.000000","2017-01-01T11:59:24.000000","34.657","90.239","35.262482","88.698143","33.640366","89.076912","35.657497","91.434441","34.037331","91.758034","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20170101T115857_20170101T115924_014638_017CD1_EBEE.zip","2192.3512020111084","NA","NA","NA","0","S1A_IWSV_0109_0114_014638_041"
"S1A_IW_SLC__1SSV_20170101T115833_20170101T115900_014638_017CD1_99B7","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","14638","41","104","2017-01-01T11:59:00.000000","2017-01-01T11:58:33.000000","SLC","2017-01-01T11:58:33.000000","2017-01-01T11:59:00.000000","33.1635","90.5649","33.76931","89.052643","32.145912","89.425102","34.165684","91.735741","32.544456","92.056938","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20170101T115833_20170101T115900_014638_017CD1_99B7.zip","2249.523337364197","NA","NA","NA","0","S1A_IWSV_0104_0109_014638_041"
"S1A_IW_SLC__1SSV_20161230T121551_20161230T121618_014609_017BF7_7C67","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","14609","12","114","2016-12-30T12:16:18.000000","2016-12-30T12:15:51.000000","SLC","2016-12-30T12:15:51.000000","2016-12-30T12:16:18.000000","36.1639","85.7921","36.798077","84.211349","35.118427","84.611229","37.192348","87.009727","35.514473","87.347977","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20161230T121551_20161230T121618_014609_017BF7_7C67.zip","2277.4184007644653","NA","NA","NA","0","S1A_IWSV_0114_0119_014609_012"
"S1A_IW_SLC__1SSV_20161230T121526_20161230T121553_014609_017BF7_2748","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","14609","12","109","2016-12-30T12:15:53.000000","2016-12-30T12:15:26.000000","SLC","2016-12-30T12:15:26.000000","2016-12-30T12:15:53.000000","34.6423","86.1309","35.247742","84.58931","33.62537","84.968018","35.642986","87.327148","34.022575","87.650681","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20161230T121526_20161230T121553_014609_017BF7_2748.zip","2232.023202896118","NA","NA","NA","0","S1A_IWSV_0109_0114_014609_012"
"S1A_IW_SLC__1SSV_20161230T121501_20161230T121528_014609_017BF7_59D0","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","14609","12","104","2016-12-30T12:15:28.000000","2016-12-30T12:15:01.000000","SLC","2016-12-30T12:15:01.000000","2016-12-30T12:15:28.000000","33.1476","86.4495","33.752991","84.934586","32.129341","85.307182","34.150333","87.623016","32.528854","87.94426","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20161230T121501_20161230T121528_014609_017BF7_59D0.zip","2227.8383045196533","NA","NA","NA","0","S1A_IWSV_0104_0109_014609_012"
"S1B_IW_SLC__1SSV_20161227T000037_20161227T000105_003574_0061E0_00D6","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","3574","48","483","2016-12-27T00:01:05.000000","2016-12-27T00:00:37.000000","SLC","2016-12-27T00:00:37.000000","2016-12-27T00:01:05.000000","32.9274","89.7046","33.562847","91.215874","33.958565","88.546898","31.880951","90.830879","32.278927","88.214256","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SSV_20161227T000037_20161227T000105_003574_0061E0_00D6.zip","2321.395791053772","NA","NA","NA","0","S1B_IWSV_0483_0488_003574_048"
"S1B_IW_SLC__1SSV_20161227T000013_20161227T000039_003574_0061E0_6D44","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","3574","48","478","2016-12-27T00:00:39.000000","2016-12-27T00:00:13.000000","SLC","2016-12-27T00:00:13.000000","2016-12-27T00:00:39.000000","34.4515","90.0259","35.05838","91.556381","35.451675","88.840363","33.435463","91.178535","33.830734","88.516884","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SSV_20161227T000013_20161227T000039_003574_0061E0_6D44.zip","2223.710084915161","NA","NA","NA","0","S1B_IWSV_0478_0483_003574_048"
"S1B_IW_SLC__1SSV_20161226T235948_20161227T000015_003574_0061E0_70EB","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","3574","48","473","2016-12-27T00:00:15.000000","2016-12-26T23:59:48.000000","SLC","2016-12-26T23:59:48.000000","2016-12-27T00:00:15.000000","35.9445","90.3545","36.5508","91.915016","36.942822","89.143318","34.929569","91.53038","35.323334","88.817154","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SSV_20161226T235948_20161227T000015_003574_0061E0_70EB.zip","2242.076989173889","NA","NA","NA","0","S1B_IWSV_0473_0478_003574_048"
"S1B_IW_SLC__1SSV_20161226T235923_20161226T235950_003574_0061E0_0DBD","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","3574","48","468","2016-12-26T23:59:50.000000","2016-12-26T23:59:23.000000","SLC","2016-12-26T23:59:23.000000","2016-12-26T23:59:50.000000","37.4355","90.7017","38.041058","92.298561","38.433388","89.459755","36.419952","91.905579","36.813755","89.12989","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SSV_20161226T235923_20161226T235950_003574_0061E0_0DBD.zip","2197.3532037734985","NA","NA","NA","0","S1B_IWSV_0468_0473_003574_048"
"S1B_IW_SLC__1SSV_20161226T235858_20161226T235925_003574_0061E0_70F0","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","3574","48","463","2016-12-26T23:59:25.000000","2016-12-26T23:58:58.000000","SLC","2016-12-26T23:58:58.000000","2016-12-26T23:59:25.000000","38.9263","91.0488","39.530857","92.683022","39.92321","89.775505","37.910915","92.281212","38.304451","89.441704","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SSV_20161226T235858_20161226T235925_003574_0061E0_70F0.zip","2273.6158838272095","NA","NA","NA","0","S1B_IWSV_0463_0468_003574_048"
"S1B_IW_SLC__1SSV_20161226T235832_20161226T235900_003574_0061E0_07A2","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","3574","48","458","2016-12-26T23:59:00.000000","2016-12-26T23:58:32.000000","SLC","2016-12-26T23:58:32.000000","2016-12-26T23:59:00.000000","40.4407","91.4353","41.071144","93.125328","41.466408","90.127205","39.395409","92.698112","39.791519","89.776382","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SSV_20161226T235832_20161226T235900_003574_0061E0_07A2.zip","2330.106767654419","NA","NA","NA","0","S1B_IWSV_0458_0463_003574_048"
"S1B_IW_SLC__1SSV_20161225T001655_20161225T001721_003545_006106_2A40","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","3545","19","480","2016-12-25T00:17:21.000000","2016-12-25T00:16:55.000000","SLC","2016-12-25T00:16:55.000000","2016-12-25T00:17:21.000000","33.5798","85.7198","34.186043","87.24115","34.582314","84.541077","32.561684","86.866737","32.960075","84.219055","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SSV_20161225T001655_20161225T001721_003545_006106_2A40.zip","2225.4465351104736","NA","NA","NA","0","S1B_IWSV_0480_0485_003545_019"
"S1B_IW_SLC__1SSV_20161225T001630_20161225T001657_003545_006106_12B3","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","3545","19","475","2016-12-25T00:16:57.000000","2016-12-25T00:16:30.000000","SLC","2016-12-25T00:16:30.000000","2016-12-25T00:16:57.000000","35.074","86.0421","35.679996","87.59137","36.074486","84.839516","34.057178","87.21064","34.453568","84.515099","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SSV_20161225T001630_20161225T001657_003545_006106_12B3.zip","2214.701952934265","NA","NA","NA","0","S1B_IWSV_0475_0480_003545_019"
"S1B_IW_SLC__1SSV_20161225T001605_20161225T001632_003545_006106_FBF1","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","3545","19","470","2016-12-25T00:16:32.000000","2016-12-25T00:16:05.000000","SLC","2016-12-25T00:16:05.000000","2016-12-25T00:16:32.000000","36.5674","86.364","37.173588","87.9422","37.566048","85.137123","35.551601","87.554398","35.945732","84.809822","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SSV_20161225T001605_20161225T001632_003545_006106_FBF1.zip","2242.1553859710693","NA","NA","NA","0","S1B_IWSV_0470_0475_003545_019"
"S1B_IW_SLC__1SSV_20161225T001540_20161225T001607_003545_006106_CFB1","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","3545","19","465","2016-12-25T00:16:07.000000","2016-12-25T00:15:40.000000","SLC","2016-12-25T00:15:40.000000","2016-12-25T00:16:07.000000","38.0577","86.7122","38.663055","88.327576","39.055828","85.453804","37.041584","87.931213","37.435749","85.122719","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SSV_20161225T001540_20161225T001607_003545_006106_CFB1.zip","2134.7781620025635","NA","NA","NA","0","S1B_IWSV_0465_0470_003545_019"
"S1B_IW_SLC__1SSV_20161225T001514_20161225T001542_003545_006106_14E3","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","3545","19","460","2016-12-25T00:15:42.000000","2016-12-25T00:15:14.000000","SLC","2016-12-25T00:15:14.000000","2016-12-25T00:15:42.000000","39.5708","87.1138","40.201466","88.788658","40.598854","85.816788","38.523418","88.366928","38.921864","85.468681","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SSV_20161225T001514_20161225T001542_003545_006106_14E3.zip","1960.782956123352","NA","NA","NA","0","S1B_IWSV_0460_0465_003545_019"
"S1B_IW_SLC__1SSV_20161221T235222_20161221T235249_003501_005FC9_3272","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","3501","150","482","2016-12-21T23:52:49.000000","2016-12-21T23:52:22.000000","SLC","2016-12-21T23:52:22.000000","2016-12-21T23:52:49.000000","33.0637","91.7895","33.670303","93.293472","34.065029","90.626915","32.047161","92.92141","32.44405","90.305595","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SSV_20161221T235222_20161221T235249_003501_005FC9_3272.zip","2264.0534105300903","NA","NA","NA","0","S1B_IWSV_0482_0487_003501_150"
"S1B_IW_SLC__1SSV_20161221T235157_20161221T235224_003501_005FC9_1240","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","3501","150","477","2016-12-21T23:52:24.000000","2016-12-21T23:51:57.000000","SLC","2016-12-21T23:51:57.000000","2016-12-21T23:52:24.000000","34.5572","92.1143","35.163666","93.646263","35.556934","90.927582","33.541557","93.267914","33.936768","90.603836","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SSV_20161221T235157_20161221T235224_003501_005FC9_1240.zip","2171.4088373184204","NA","NA","NA","0","S1B_IWSV_0477_0482_003501_150"
"S1B_IW_SLC__1SSV_20161221T235132_20161221T235159_003501_005FC9_37DB","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","3501","150","472","2016-12-21T23:51:59.000000","2016-12-21T23:51:32.000000","SLC","2016-12-21T23:51:32.000000","2016-12-21T23:51:59.000000","36.0498","92.4437","36.655704","94.00602","37.047764","91.231194","35.03516","93.620781","35.428928","90.904694","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SSV_20161221T235132_20161221T235159_003501_005FC9_37DB.zip","2230.924238204956","NA","NA","NA","0","S1B_IWSV_0472_0477_003501_150"
"S1B_IW_SLC__1SSV_20161221T235108_20161221T235135_003501_005FC9_E31F","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","3501","150","467","2016-12-21T23:51:35.000000","2016-12-21T23:51:08.000000","SLC","2016-12-21T23:51:08.000000","2016-12-21T23:51:35.000000","37.5388","92.8031","38.14341","94.40519","38.536976","91.556755","36.522999","94.011192","36.917988","91.226303","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SSV_20161221T235108_20161221T235135_003501_005FC9_E31F.zip","2292.9155979156494","NA","NA","NA","0","S1B_IWSV_0467_0472_003501_150"
"S1B_IW_SLC__1SSV_20161221T235042_20161221T235110_003501_005FC9_0F09","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","3501","150","462","2016-12-21T23:51:10.000000","2016-12-21T23:50:42.000000","SLC","2016-12-21T23:50:42.000000","2016-12-21T23:51:10.000000","39.0605","93.1382","39.693691","94.780563","40.085388","91.870743","38.01701","94.36377","38.409901","91.524696","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SSV_20161221T235042_20161221T235110_003501_005FC9_0F09.zip","2363.0586519241333","NA","NA","NA","0","S1B_IWSV_0462_0467_003501_150"
"S1B_IW_SLC__1SSV_20161221T235014_20161221T235044_003501_005FC9_458F","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","3501","150","456","2016-12-21T23:50:44.000000","2016-12-21T23:50:14.000000","SLC","2016-12-21T23:50:14.000000","2016-12-21T23:50:44.000000","40.6548","93.5399","41.344078","95.247345","41.7383","92.243286","39.551456","94.788765","39.946533","91.867111","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SSV_20161221T235014_20161221T235044_003501_005FC9_458F.zip","2428.8155574798584","NA","NA","NA","0","S1B_IWSV_0456_0462_003501_150"
"S1B_IW_SLC__1SSV_20161220T000847_20161220T000914_003472_005EEC_45C4","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","3472","121","482","2016-12-20T00:09:14.000000","2016-12-20T00:08:47.000000","SLC","2016-12-20T00:08:47.000000","2016-12-20T00:09:14.000000","33.1883","87.6957","33.794643","89.207474","34.190735","86.525581","32.170456","88.834694","32.568714","86.204094","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SSV_20161220T000847_20161220T000914_003472_005EEC_45C4.zip","2261.779019355774","NA","NA","NA","0","S1B_IWSV_0482_0487_003472_121"
"S1B_IW_SLC__1SSV_20161220T000823_20161220T000850_003472_005EEC_00FC","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","3472","121","477","2016-12-20T00:08:50.000000","2016-12-20T00:08:23.000000","SLC","2016-12-20T00:08:23.000000","2016-12-20T00:08:50.000000","34.6812","88.0214","35.287388","89.561836","35.682114","86.82682","33.664108","89.182655","34.060783","86.502853","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SSV_20161220T000823_20161220T000850_003472_005EEC_00FC.zip","2244.329146385193","NA","NA","NA","0","S1B_IWSV_0477_0482_003472_121"
"S1B_IW_SLC__1SSV_20161220T000758_20161220T000825_003472_005EEC_9BAE","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","3472","121","472","2016-12-20T00:08:25.000000","2016-12-20T00:07:58.000000","SLC","2016-12-20T00:07:58.000000","2016-12-20T00:08:25.000000","36.175","88.3444","36.781178","89.913589","37.174034","87.125343","35.159096","89.527557","35.553669","86.79863","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SSV_20161220T000758_20161220T000825_003472_005EEC_9BAE.zip","2250.872184753418","NA","NA","NA","0","S1B_IWSV_0472_0477_003472_121"
"S1B_IW_SLC__1SSV_20161220T000732_20161220T000800_003472_005EEC_9670","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","3472","121","467","2016-12-20T00:08:00.000000","2016-12-20T00:07:32.000000","SLC","2016-12-20T00:07:32.000000","2016-12-20T00:08:00.000000","37.6949","88.6921","38.329369","90.304169","38.721886","87.449043","36.64996","89.895706","37.043976","87.106895","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SSV_20161220T000732_20161220T000800_003472_005EEC_9670.zip","2357.670156478882","NA","NA","NA","0","S1B_IWSV_0467_0472_003472_121"
"S1B_IW_SLC__1SSV_20161220T000707_20161220T000734_003472_005EEC_CFB1","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","3472","121","462","2016-12-20T00:07:34.000000","2016-12-20T00:07:07.000000","SLC","2016-12-20T00:07:07.000000","2016-12-20T00:07:34.000000","39.2108","89.0749","39.813602","90.726021","40.208946","87.786247","38.193737","90.321724","38.590187","87.451401","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SSV_20161220T000707_20161220T000734_003472_005EEC_CFB1.zip","2201.092571258545","NA","NA","NA","0","S1B_IWSV_0462_0467_003472_121"
"S1B_IW_SLC__1SSV_20161220T000642_20161220T000709_003472_005EEC_2329","Sentinel-1B","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","3472","121","457","2016-12-20T00:07:09.000000","2016-12-20T00:06:42.000000","SLC","2016-12-20T00:06:42.000000","2016-12-20T00:07:09.000000","40.7003","89.4359","41.301655","91.129623","41.697964","88.11161","39.682774","90.715019","40.079849","87.77198","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SSV_20161220T000642_20161220T000709_003472_005EEC_2329.zip","2184.5400199890137","NA","NA","NA","0","S1B_IWSV_0457_0462_003472_121"
"S1A_IW_SLC__1SSV_20161215T115229_20161215T115254_014390_017529_2017","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","14390","143","129","2016-12-15T11:52:54.000000","2016-12-15T11:52:29.000000","SLC","2016-12-15T11:52:29.000000","2016-12-15T11:52:54.000000","40.8463","90.8362","39.883991","89.548134","40.279034","92.48513","41.394703","89.16037","41.78907","92.167496","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20161215T115229_20161215T115254_014390_017529_2017.zip","2142.611746788025","NA","NA","NA","0","S1A_IWSV_0129_0134_014390_143"
"S1A_IW_SLC__1SSV_20161215T115203_20161215T115231_014390_017529_9B02","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","14390","143","124","2016-12-15T11:52:31.000000","2016-12-15T11:52:03.000000","SLC","2016-12-15T11:52:03.000000","2016-12-15T11:52:31.000000","39.3811","91.1827","38.335873","89.944733","38.731224","92.811348","40.013123","89.524773","40.407394","92.463692","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20161215T115203_20161215T115231_014390_017529_9B02.zip","2253.3163747787476","NA","NA","NA","0","S1A_IWSV_0124_0130_014390_143"
"S1A_IW_SLC__1SSV_20161215T115139_20161215T115206_014390_017529_021A","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","14390","143","119","2016-12-15T11:52:06.000000","2016-12-15T11:51:39.000000","SLC","2016-12-15T11:51:39.000000","2016-12-15T11:52:06.000000","37.8653","91.5641","36.850544","90.354836","37.243561","93.142998","38.470581","89.959587","38.862213","92.812096","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20161215T115139_20161215T115206_014390_017529_021A.zip","2288.559164047241","NA","NA","NA","0","S1A_IWSV_0119_0125_014390_143"
"S1A_IW_SLC__1SSV_20161215T115114_20161215T115141_014390_017529_6A15","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","14390","143","114","2016-12-15T11:51:41.000000","2016-12-15T11:51:14.000000","SLC","2016-12-15T11:51:14.000000","2016-12-15T11:51:41.000000","36.3764","91.923","35.362408","90.744766","35.754311","93.464142","36.983326","90.358215","37.373558","93.137108","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20161215T115114_20161215T115141_014390_017529_6A15.zip","2205.0648136138916","NA","NA","NA","0","S1A_IWSV_0114_0120_014390_143"
"S1A_IW_SLC__1SSV_20161215T115049_20161215T115116_014390_017529_6E9B","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","14390","143","109","2016-12-15T11:51:16.000000","2016-12-15T11:50:49.000000","SLC","2016-12-15T11:50:49.000000","2016-12-15T11:51:16.000000","34.8822","92.245","33.867142","91.088341","34.261269","93.75927","35.489014","90.70874","35.881245","93.435066","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20161215T115049_20161215T115116_014390_017529_6E9B.zip","2145.9674968719482","NA","NA","NA","0","S1A_IWSV_0109_0115_014390_143"
