"Granule Name","Platform","Sensor","Beam Mode","Beam Mode Description","Orbit","Path Number","Frame Number","Acquisition Date","Processing Date","Processing Level","Start Time","End Time","Center Lat","Center Lon","Near Start Lat","Near Start Lon","Far Start Lat","Far Start Lon","Near End Lat","Near End Lon","Far End Lat","Far End Lon","Faraday Rotation","Ascending or Descending?","URL","Size (MB)","Off Nadir Angle","Stack Size","Baseline Perp.","Doppler","GroupID"
"S1A_IW_SLC__1SSV_20160921T000906_20160921T000933_013143_014E16_A45C","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","13143","121","477","2016-09-21T00:09:33.000000","2016-09-21T00:09:06.000000","SLC","2016-09-21T00:09:06.000000","2016-09-21T00:09:33.000000","34.6801","88.0213","35.286385","89.561516","35.681057","86.826767","33.66296","89.182365","34.059582","86.502808","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160921T000906_20160921T000933_013143_014E16_A45C.zip","2257.622453689575","NA","NA","NA","0","S1A_IWSV_0477_0482_013143_121"
"S1A_IW_SLC__1SSV_20160921T000841_20160921T000908_013143_014E16_8240","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","13143","121","474","2016-09-21T00:09:08.000000","2016-09-21T00:08:41.000000","SLC","2016-09-21T00:08:41.000000","2016-09-21T00:09:08.000000","36.1742","88.3442","36.780697","89.9133","37.173492","87.125336","35.15797","89.527176","35.55249","86.798538","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160921T000841_20160921T000908_013143_014E16_8240.zip","2260.4380807876587","NA","NA","NA","0","S1A_IWSV_0474_0479_013143_121"
"S1A_IW_SLC__1SSV_20160921T000815_20160921T000843_013143_014E16_AF51","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","13143","121","466","2016-09-21T00:08:43.000000","2016-09-21T00:08:15.000000","SLC","2016-09-21T00:08:15.000000","2016-09-21T00:08:43.000000","37.6942","88.6919","38.328789","90.303795","38.721237","87.449051","36.649353","89.895401","37.043301","87.106941","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160921T000815_20160921T000843_013143_014E16_AF51.zip","2348.871534347534","NA","NA","NA","0","S1A_IWSV_0466_0472_013143_121"
"S1A_IW_SLC__1SSV_20160921T000750_20160921T000817_013143_014E16_0784","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","13143","121","461","2016-09-21T00:08:17.000000","2016-09-21T00:07:50.000000","SLC","2016-09-21T00:07:50.000000","2016-09-21T00:08:17.000000","39.2104","89.0747","39.813419","90.72567","40.208694","87.786217","38.193157","90.321342","38.589542","87.45134","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160921T000750_20160921T000817_013143_014E16_0784.zip","2208.2383918762207","NA","NA","NA","0","S1A_IWSV_0461_0467_013143_121"
"S1A_IW_SLC__1SSV_20160921T000725_20160921T000752_013143_014E16_8388","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","13143","121","456","2016-09-21T00:07:52.000000","2016-09-21T00:07:25.000000","SLC","2016-09-21T00:07:25.000000","2016-09-21T00:07:52.000000","40.6998","89.4356","41.301128","91.129112","41.697365","88.111465","39.682343","90.714607","40.07935","87.771896","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160921T000725_20160921T000752_013143_014E16_8388.zip","2205.8661403656006","NA","NA","NA","0","S1A_IWSV_0456_0462_013143_121"
"S1A_IW_SLC__1SSV_20160916T000120_20160916T000148_013070_014B98_7B02","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","13070","48","482","2016-09-16T00:01:48.000000","2016-09-16T00:01:20.000000","SLC","2016-09-16T00:01:20.000000","2016-09-16T00:01:48.000000","32.9264","89.7045","33.561684","91.21563","33.957352","88.546936","31.880133","90.83078","32.278065","88.214394","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160916T000120_20160916T000148_013070_014B98_7B02.zip","2342.733950614929","NA","NA","NA","0","S1A_IWSV_0482_0488_013070_048"
"S1A_IW_SLC__1SSV_20160916T000056_20160916T000123_013070_014B98_7389","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","13070","48","477","2016-09-16T00:01:23.000000","2016-09-16T00:00:56.000000","SLC","2016-09-16T00:00:56.000000","2016-09-16T00:01:23.000000","34.4502","90.0258","35.056858","91.556068","35.4501","88.84037","33.434288","91.17836","33.82951","88.516991","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160916T000056_20160916T000123_013070_014B98_7389.zip","2282.7091388702393","NA","NA","NA","0","S1A_IWSV_0477_0483_013070_048"
"S1A_IW_SLC__1SSV_20160916T000031_20160916T000058_013070_014B98_614C","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","13070","48","475","2016-09-16T00:00:58.000000","2016-09-16T00:00:31.000000","SLC","2016-09-16T00:00:31.000000","2016-09-16T00:00:58.000000","35.9433","90.3544","36.549793","91.914803","36.941765","89.143379","34.92804","91.530106","35.321758","88.817146","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160916T000031_20160916T000058_013070_014B98_614C.zip","2299.2632007598877","NA","NA","NA","0","S1A_IWSV_0475_0480_013070_048"
"S1A_IW_SLC__1SSV_20160916T000006_20160916T000033_013070_014B98_8A39","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","13070","48","467","2016-09-16T00:00:33.000000","2016-09-16T00:00:06.000000","SLC","2016-09-16T00:00:06.000000","2016-09-16T00:00:33.000000","37.4343","90.7014","38.040092","92.298157","38.432365","89.459709","36.418716","91.905174","36.812462","89.129829","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160916T000006_20160916T000033_013070_014B98_8A39.zip","2264.233409881592","NA","NA","NA","0","S1A_IWSV_0467_0473_013070_048"
"S1A_IW_SLC__1SSV_20160915T235941_20160916T000008_013070_014B98_383D","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","13070","48","465","2016-09-16T00:00:08.000000","2016-09-15T23:59:41.000000","SLC","2016-09-15T23:59:41.000000","2016-09-16T00:00:08.000000","38.9253","91.0487","39.530148","92.682762","39.922443","89.775589","37.909683","92.280891","38.303162","89.441727","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160915T235941_20160916T000008_013070_014B98_383D.zip","2268.357241630554","NA","NA","NA","0","S1A_IWSV_0465_0470_013070_048"
"S1A_IW_SLC__1SSV_20160915T235915_20160915T235943_013070_014B98_65E2","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","13070","48","457","2016-09-15T23:59:43.000000","2016-09-15T23:59:15.000000","SLC","2016-09-15T23:59:15.000000","2016-09-15T23:59:43.000000","40.4399","91.4351","41.070358","93.12484","41.465553","90.127121","39.394592","92.697693","39.790638","89.776337","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160915T235915_20160915T235943_013070_014B98_65E2.zip","2326.4530715942383","NA","NA","NA","0","S1A_IWSV_0457_0463_013070_048"
"S1A_IW_SLC__1SSV_20160914T001737_20160914T001804_013041_014AA7_000D","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","13041","19","480","2016-09-14T00:18:04.000000","2016-09-14T00:17:37.000000","SLC","2016-09-14T00:17:37.000000","2016-09-14T00:18:04.000000","33.5781","85.7194","34.184467","87.240623","34.580692","84.540817","32.559959","86.866234","32.958313","84.218796","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160914T001737_20160914T001804_013041_014AA7_000D.zip","2223.6228523254395","NA","NA","NA","0","S1A_IWSV_0480_0486_013041_019"
"S1A_IW_SLC__1SSV_20160914T001713_20160914T001740_013041_014AA7_AEED","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","13041","19","475","2016-09-14T00:17:40.000000","2016-09-14T00:17:13.000000","SLC","2016-09-14T00:17:13.000000","2016-09-14T00:17:40.000000","35.0727","86.0415","35.67886","87.590622","36.07328","84.839142","34.055641","87.209862","34.451965","84.514687","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160914T001713_20160914T001740_013041_014AA7_AEED.zip","2277.2555208206177","NA","NA","NA","0","S1A_IWSV_0475_0481_013041_019"
"S1A_IW_SLC__1SSV_20160914T001648_20160914T001715_013041_014AA7_DEA6","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","13041","19","470","2016-09-14T00:17:15.000000","2016-09-14T00:16:48.000000","SLC","2016-09-14T00:16:48.000000","2016-09-14T00:17:15.000000","36.5665","86.3636","37.172939","87.941696","37.565342","85.136925","35.55043","87.553841","35.944511","84.809563","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160914T001648_20160914T001715_013041_014AA7_DEA6.zip","2264.918119430542","NA","NA","NA","0","S1A_IWSV_0470_0476_013041_019"
"S1A_IW_SLC__1SSV_20160914T001623_20160914T001650_013041_014AA7_4D1F","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","13041","19","465","2016-09-14T00:16:50.000000","2016-09-14T00:16:23.000000","SLC","2016-09-14T00:16:23.000000","2016-09-14T00:16:50.000000","38.0573","86.7117","38.662704","88.32692","39.055401","85.453568","37.04108","87.930588","37.435173","85.122498","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160914T001623_20160914T001650_013041_014AA7_4D1F.zip","2162.4975452423096","NA","NA","NA","0","S1A_IWSV_0465_0471_013041_019"
"S1A_IW_SLC__1SSV_20160914T001557_20160914T001625_013041_014AA7_BB5F","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","13041","19","460","2016-09-14T00:16:25.000000","2016-09-14T00:15:57.000000","SLC","2016-09-14T00:15:57.000000","2016-09-14T00:16:25.000000","39.5703","87.1134","40.201126","88.788025","40.598442","85.816574","38.522926","88.366333","38.921299","85.468475","NA","DESCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160914T001557_20160914T001625_013041_014AA7_BB5F.zip","1977.3989248275757","NA","NA","NA","0","S1A_IWSV_0460_0466_013041_019"
"S1A_IW_SLC__1SSV_20160910T115230_20160910T115255_012990_0148F4_EDD2","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","12990","143","129","2016-09-10T11:52:55.000000","2016-09-10T11:52:30.000000","SLC","2016-09-10T11:52:30.000000","2016-09-10T11:52:55.000000","40.8466","90.8358","39.884174","89.547997","40.279205","92.484535","41.395153","89.160156","41.789509","92.166809","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160910T115230_20160910T115255_012990_0148F4_EDD2.zip","2144.113166809082","NA","NA","NA","0","S1A_IWSV_0129_0134_012990_143"
"S1A_IW_SLC__1SSV_20160910T115204_20160910T115232_012990_0148F4_7620","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","12990","143","124","2016-09-10T11:52:32.000000","2016-09-10T11:52:04.000000","SLC","2016-09-10T11:52:04.000000","2016-09-10T11:52:32.000000","39.3812","91.1824","38.336037","89.944656","38.731377","92.810814","40.013187","89.524704","40.407448","92.463142","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160910T115204_20160910T115232_012990_0148F4_7620.zip","2232.4990701675415","NA","NA","NA","0","S1A_IWSV_0124_0130_012990_143"
"S1A_IW_SLC__1SSV_20160910T115139_20160910T115206_012990_0148F4_52A3","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","12990","143","119","2016-09-10T11:52:06.000000","2016-09-10T11:51:39.000000","SLC","2016-09-10T11:51:39.000000","2016-09-10T11:52:06.000000","37.865","91.5639","36.850071","90.354942","37.243076","93.142639","38.470501","89.959587","38.862125","92.811623","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160910T115139_20160910T115206_012990_0148F4_52A3.zip","2281.193446159363","NA","NA","NA","0","S1A_IWSV_0119_0125_012990_143"
"S1A_IW_SLC__1SSV_20160910T115114_20160910T115141_012990_0148F4_534A","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","12990","143","114","2016-09-10T11:51:41.000000","2016-09-10T11:51:14.000000","SLC","2016-09-10T11:51:14.000000","2016-09-10T11:51:41.000000","36.3758","91.9229","35.361656","90.744896","35.753555","93.463844","36.982971","90.358238","37.373199","93.136703","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160910T115114_20160910T115141_012990_0148F4_534A.zip","2258.7301206588745","NA","NA","NA","0","S1A_IWSV_0114_0120_012990_143"
"S1A_IW_SLC__1SSV_20160910T115050_20160910T115116_012990_0148F4_D120","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","12990","143","109","2016-09-10T11:51:16.000000","2016-09-10T11:50:50.000000","SLC","2016-09-10T11:50:50.000000","2016-09-10T11:51:16.000000","34.8818","92.2448","33.866741","91.088409","34.260868","93.758934","35.488514","90.708817","35.880737","93.434723","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160910T115050_20160910T115116_012990_0148F4_D120.zip","2277.4882774353027","NA","NA","NA","0","S1A_IWSV_0109_0115_012990_143"
"S1A_IW_SLC__1SSV_20160910T115025_20160910T115052_012990_0148F4_EC95","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","12990","143","104","2016-09-10T11:50:52.000000","2016-09-10T11:50:25.000000","SLC","2016-09-10T11:50:25.000000","2016-09-10T11:50:52.000000","33.3877","92.5668","32.371819","91.431503","32.767941","94.054932","33.994259","91.058334","34.388264","93.733253","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160910T115025_20160910T115052_012990_0148F4_EC95.zip","2268.81000995636","NA","NA","NA","0","S1A_IWSV_0104_0110_012990_143"
"S1A_IW_SLC__1SSV_20160908T120832_20160908T120859_012961_01480E_B3D9","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","12961","114","124","2016-09-08T12:08:59.000000","2016-09-08T12:08:32.000000","SLC","2016-09-08T12:08:32.000000","2016-09-08T12:08:59.000000","39.3943","87.0647","38.376064","85.810081","38.774063","88.69738","39.99651","85.403992","40.393459","88.361649","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160908T120832_20160908T120859_012961_01480E_B3D9.zip","2031.241337776184","NA","NA","NA","0","S1A_IWSV_0124_0130_012961_114"
"S1A_IW_SLC__1SSV_20160908T120806_20160908T120834_012961_01480E_F9C0","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","12961","114","119","2016-09-08T12:08:34.000000","2016-09-08T12:08:06.000000","SLC","2016-09-08T12:08:06.000000","2016-09-08T12:08:34.000000","37.8787","87.4477","36.833412","86.236366","37.228966","89.041626","38.511795","85.826591","38.90591","88.698975","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160908T120806_20160908T120834_012961_01480E_F9C0.zip","2378.5194177627563","NA","NA","NA","0","S1A_IWSV_0119_0125_012961_114"
"S1A_IW_SLC__1SSV_20160908T120741_20160908T120808_012961_01480E_2E4F","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","12961","114","114","2016-09-08T12:08:08.000000","2016-09-08T12:07:41.000000","SLC","2016-09-08T12:07:41.000000","2016-09-08T12:08:08.000000","36.3608","87.8137","35.345387","86.627304","35.739765","89.363045","36.966587","86.240593","37.359272","89.036179","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160908T120741_20160908T120808_012961_01480E_2E4F.zip","2310.1248817443848","NA","NA","NA","0","S1A_IWSV_0114_0120_012961_114"
"S1A_IW_SLC__1SSV_20160908T120717_20160908T120744_012961_01480E_62D7","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","12961","114","109","2016-09-08T12:07:44.000000","2016-09-08T12:07:17.000000","SLC","2016-09-08T12:07:17.000000","2016-09-08T12:07:44.000000","34.8677","88.1409","33.851528","86.977592","34.247612","89.661858","35.473434","86.598038","35.867592","89.337936","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160908T120717_20160908T120744_012961_01480E_62D7.zip","2271.3244314193726","NA","NA","NA","0","S1A_IWSV_0109_0115_012961_114"
"S1A_IW_SLC__1SSV_20160908T120652_20160908T120719_012961_01480E_31FF","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","12961","114","104","2016-09-08T12:07:19.000000","2016-09-08T12:06:52.000000","SLC","2016-09-08T12:06:52.000000","2016-09-08T12:07:19.000000","33.3737","88.4617","32.356281","87.31945","32.754478","89.956902","33.979469","86.946144","34.375526","89.635353","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160908T120652_20160908T120719_012961_01480E_31FF.zip","2255.2351694107056","NA","NA","NA","0","S1A_IWSV_0104_0110_012961_114"
"S1A_IW_SLC__1SSV_20160905T114415_20160905T114442_012917_0146B9_0358","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","12917","70","129","2016-09-05T11:44:42.000000","2016-09-05T11:44:15.000000","SLC","2016-09-05T11:44:15.000000","2016-09-05T11:44:42.000000","40.8558","92.8923","39.838638","91.613258","40.234886","94.5569","41.457512","91.197571","41.853031","94.216614","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160905T114415_20160905T114442_012917_0146B9_0358.zip","2237.652318954468","NA","NA","NA","0","S1A_IWSV_0129_0135_012917_070"
"S1A_IW_SLC__1SSV_20160905T114350_20160905T114417_012917_0146B9_1F10","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","12917","70","124","2016-09-05T11:44:17.000000","2016-09-05T11:43:50.000000","SLC","2016-09-05T11:43:50.000000","2016-09-05T11:44:17.000000","39.3669","93.2585","38.350426","92.013023","38.745571","94.881256","39.970535","91.607834","40.364613","94.54586","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160905T114350_20160905T114417_012917_0146B9_1F10.zip","2196.327741622925","NA","NA","NA","0","S1A_IWSV_0124_0130_012917_070"
"S1A_IW_SLC__1SSV_20160905T114325_20160905T114352_012917_0146B9_F402","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","12917","70","119","2016-09-05T11:43:52.000000","2016-09-05T11:43:25.000000","SLC","2016-09-05T11:43:25.000000","2016-09-05T11:43:52.000000","37.8758","93.6035","36.859196","92.386131","37.254925","95.191223","38.479988","91.990082","38.874355","94.85997","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160905T114325_20160905T114352_012917_0146B9_F402.zip","2301.917160987854","NA","NA","NA","0","S1A_IWSV_0119_0125_012917_070"
"S1A_IW_SLC__1SSV_20160903T120039_20160903T120106_012888_0145C7_C22D","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","12888","41","129","2016-09-03T12:01:06.000000","2016-09-03T12:00:39.000000","SLC","2016-09-03T12:00:39.000000","2016-09-03T12:01:06.000000","40.6753","88.8286","39.657387","87.549156","40.054577","90.492706","41.277","87.134697","41.673409","90.153198","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160903T120039_20160903T120106_012888_0145C7_C22D.zip","2184.1677389144897","NA","NA","NA","0","S1A_IWSV_0129_0134_012888_041"
"S1A_IW_SLC__1SSV_20160903T120015_20160903T120042_012888_0145C7_9511","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","12888","41","124","2016-09-03T12:00:42.000000","2016-09-03T12:00:15.000000","SLC","2016-09-03T12:00:15.000000","2016-09-03T12:00:42.000000","39.1844","89.1769","38.16629","87.926735","38.564075","90.804077","39.78688","87.522171","40.183563","90.469116","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160903T120015_20160903T120042_012888_0145C7_9511.zip","2259.380518913269","NA","NA","NA","0","S1A_IWSV_0124_0129_012888_041"
"S1A_IW_SLC__1SSV_20160903T115949_20160903T120017_012888_0145C7_F115","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","12888","41","118","2016-09-03T12:00:17.000000","2016-09-03T11:59:49.000000","SLC","2016-09-03T11:59:49.000000","2016-09-03T12:00:17.000000","37.6706","89.5733","36.626129","88.369598","37.020115","91.15815","38.304661","87.961685","38.697136","90.816452","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160903T115949_20160903T120017_012888_0145C7_F115.zip","2366.5731353759766","NA","NA","NA","0","S1A_IWSV_0118_0124_012888_041"
"S1A_IW_SLC__1SSV_20160903T115924_20160903T115951_012888_0145C7_E212","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","12888","41","114","2016-09-03T11:59:51.000000","2016-09-03T11:59:24.000000","SLC","2016-09-03T11:59:24.000000","2016-09-03T11:59:51.000000","36.1504","89.919","35.134789","88.735184","35.52953","91.464851","36.756115","88.349571","37.149128","91.138504","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160903T115924_20160903T115951_012888_0145C7_E212.zip","2338.5865774154663","NA","NA","NA","0","S1A_IWSV_0114_0119_012888_041"
"S1A_IW_SLC__1SSV_20160903T115859_20160903T115926_012888_0145C7_C1F3","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","12888","41","109","2016-09-03T11:59:26.000000","2016-09-03T11:58:59.000000","SLC","2016-09-03T11:58:59.000000","2016-09-03T11:59:26.000000","34.6565","90.2415","33.639896","89.079559","34.036774","91.76033","35.262047","88.700859","35.656971","91.436775","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160903T115859_20160903T115926_012888_0145C7_C1F3.zip","2342.41539478302","NA","NA","NA","0","S1A_IWSV_0109_0114_012888_041"
"S1A_IW_SLC__1SSV_20160903T115834_20160903T115901_012888_0145C7_7832","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","12888","41","104","2016-09-03T11:59:01.000000","2016-09-03T11:58:34.000000","SLC","2016-09-03T11:58:34.000000","2016-09-03T11:59:01.000000","33.1631","90.5673","32.145535","89.427643","32.543995","92.059151","33.768963","89.055244","34.165253","91.737991","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160903T115834_20160903T115901_012888_0145C7_7832.zip","2315.2430658340454","NA","NA","NA","0","S1A_IWSV_0104_0109_012888_041"
"S1A_IW_SLC__1SSV_20160901T121552_20160901T121619_012859_0144CD_BD8E","Sentinel-1A","C-SAR","IW","Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.","12859","12","114","2016-09-01T12:16:19.000000","2016-09-01T12:15:52.000000","SLC","2016-09-01T12:15:52.000000","2016-09-01T12:16:19.000000","36.192","85.7886","35.17524","84.600739","35.57114","87.339119","36.797527","84.214439","37.191715","87.012413","NA","ASCENDING","https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SSV_20160901T121552_20160901T121619_012859_0144CD_BD8E.zip","2295.652505874634","NA","NA","NA","0","S1A_IWSV_0114_0119_012859_012"
