Granule Name,Platform,Sensor,Beam Mode,Beam Mode Description,Orbit,Path Number,Frame Number,Acquisition Date,Processing Date,Processing Level,Start Time,End Time,Center Lat,Center Lon,Near Start Lat,Near Start Lon,Far Start Lat,Far Start Lon,Near End Lat,Near End Lon,Far End Lat,Far End Lon,Faraday Rotation,Ascending or Descending?,URL,Size (MB),Off Nadir Angle,Stack Size,Doppler,GroupID,
S1B_IW_SLC__1SDV_20171016T000458_20171016T000525_007847_00DDB7_CFB1,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",7847,121,434,2017-10-16T00:05:25.000000,2017-10-16T00:04:58.000000,SLC,2017-10-16T00:04:58.000000,2017-10-16T00:05:25.000000,47.3795,91.014,47.98053,92.919205,48.3759,89.519829,46.358841,92.445381,46.753262,89.151588,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20171016T000458_20171016T000525_007847_00DDB7_CFB1.zip,4227.338352,NA,NA,NA,0,S1B_IWDV_0434_0440_007847_121
S1A_IW_SLC__1SDV_20171010T001141_20171010T001208_018743_01FA17_7DBB,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",18743,121,506,2017-10-10T00:12:08.000000,2017-10-10T00:11:41.000000,SLC,2017-10-10T00:11:41.000000,2017-10-10T00:12:08.000000,25.6939,86.2134,26.294518,87.630791,26.708553,85.124878,24.667173,87.279732,25.084179,84.809395,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20171010T001141_20171010T001208_018743_01FA17_7DBB.zip,4587.639897,NA,NA,NA,0,S1A_IWDV_0506_0512_018743_121
S1A_IW_SLC__1SDV_20171010T001116_20171010T001143_018743_01FA17_CE22,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",18743,121,501,2017-10-10T00:11:43.000000,2017-10-10T00:11:16.000000,SLC,2017-10-10T00:11:16.000000,2017-10-10T00:11:43.000000,27.1944,86.4997,27.796869,87.929939,28.206013,85.400101,26.170135,87.575607,26.582108,85.084068,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20171010T001116_20171010T001143_018743_01FA17_CE22.zip,4583.414483,NA,NA,NA,0,S1A_IWDV_0501_0507_018743_121
S1A_IW_SLC__1SDV_20171010T001050_20171010T001118_018743_01FA17_FAB6,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",18743,121,496,2017-10-10T00:11:18.000000,2017-10-10T00:10:50.000000,SLC,2017-10-10T00:10:50.000000,2017-10-10T00:11:18.000000,28.7276,86.769,29.362225,88.21373,29.76396,85.668877,27.678022,87.843369,28.082554,85.340981,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20171010T001050_20171010T001118_018743_01FA17_FAB6.zip,4481.623873,NA,NA,NA,0,S1A_IWDV_0496_0502_018743_121
S1A_IW_SLC__1SDV_20171010T001025_20171010T001052_018743_01FA17_17E2,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",18743,121,491,2017-10-10T00:10:52.000000,2017-10-10T00:10:25.000000,SLC,2017-10-10T00:10:25.000000,2017-10-10T00:10:52.000000,30.2534,87.082,30.859255,88.541069,31.258179,85.95787,29.234739,88.179131,29.636189,85.640121,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20171010T001025_20171010T001052_018743_01FA17_17E2.zip,4252.257177,NA,NA,NA,0,S1A_IWDV_0491_0497_018743_121
S1A_IW_SLC__1SDV_20171010T001000_20171010T001027_018743_01FA17_2E40,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",18743,121,486,2017-10-10T00:10:27.000000,2017-10-10T00:10:00.000000,SLC,2017-10-10T00:10:00.000000,2017-10-10T00:10:27.000000,31.7472,87.406,32.35294,88.89119,32.750664,86.259132,30.72913,88.523911,31.129183,85.939537,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20171010T001000_20171010T001027_018743_01FA17_2E40.zip,4102.85568,NA,NA,NA,0,S1A_IWDV_0486_0492_018743_121
S1A_IW_SLC__1SDV_20171010T000936_20171010T001002_018743_01FA17_38B5,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",18743,121,481,2017-10-10T00:10:02.000000,2017-10-10T00:09:36.000000,SLC,2017-10-10T00:09:36.000000,2017-10-10T00:10:02.000000,33.243,87.7187,33.849354,89.22789,34.244549,86.551376,32.226044,88.854973,32.623379,86.229729,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20171010T000936_20171010T001002_018743_01FA17_38B5.zip,4073.86792,NA,NA,NA,0,S1A_IWDV_0481_0487_018743_121
S1A_IW_SLC__1SDV_20171010T000911_20171010T000938_018743_01FA17_CD13,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",18743,121,476,2017-10-10T00:09:38.000000,2017-10-10T00:09:11.000000,SLC,2017-10-10T00:09:11.000000,2017-10-10T00:09:38.000000,34.7367,88.0454,35.342995,89.583366,35.736881,86.853554,33.720348,89.203941,34.11615,86.529327,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20171010T000911_20171010T000938_018743_01FA17_CD13.zip,4014.820457,NA,NA,NA,0,S1A_IWDV_0476_0482_018743_121
S1A_IW_SLC__1SDV_20171010T000845_20171010T000913_018743_01FA17_426F,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",18743,121,471,2017-10-10T00:09:13.000000,2017-10-10T00:08:45.000000,SLC,2017-10-10T00:08:45.000000,2017-10-10T00:09:13.000000,36.2591,88.3754,36.893673,89.949837,37.285709,87.164375,35.215599,89.549866,35.609379,86.825867,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20171010T000845_20171010T000913_018743_01FA17_426F.zip,4185.764463,NA,NA,NA,0,S1A_IWDV_0471_0477_018743_121
S1A_IW_SLC__1SDV_20171010T000817_20171010T000847_018743_01FA17_73A0,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",18743,121,466,2017-10-10T00:08:47.000000,2017-10-10T00:08:17.000000,SLC,2017-10-10T00:08:17.000000,2017-10-10T00:08:47.000000,37.858,88.7438,38.549847,90.371048,38.941734,87.512764,36.756317,89.933517,37.14975,87.146477,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20171010T000817_20171010T000847_018743_01FA17_73A0.zip,4576.368542,NA,NA,NA,0,S1A_IWDV_0466_0472_018743_121
S1B_IW_SLC__1SDV_20171004T000728_20171004T000746_007672_00D8C9_2F3A,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",7672,121,464,2017-10-04T00:07:46.000000,2017-10-04T00:07:28.000000,SLC,2017-10-04T00:07:28.000000,2017-10-04T00:07:46.000000,38.6635,88.8859,38.995148,90.451218,39.388458,87.553741,37.920654,90.186462,38.314838,87.333679,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20171004T000728_20171004T000746_007672_00D8C9_2F3A.zip,2746.134107,NA,NA,NA,0,S1B_IWDV_0464_0468_007672_121
S1B_IW_SLC__1SDV_20171004T000703_20171004T000730_007672_00D8C9_F249,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",7672,121,459,2017-10-04T00:07:30.000000,2017-10-04T00:07:03.000000,SLC,2017-10-04T00:07:03.000000,2017-10-04T00:07:30.000000,39.8767,89.2071,40.479366,90.883385,40.876091,87.89592,38.857922,90.474716,39.255653,87.559502,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20171004T000703_20171004T000730_007672_00D8C9_F249.zip,3846.338787,NA,NA,NA,0,S1B_IWDV_0459_0464_007672_121
S1B_IW_SLC__1SDV_20171004T000638_20171004T000705_007672_00D8C9_6D7B,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",7672,121,454,2017-10-04T00:07:05.000000,2017-10-04T00:06:38.000000,SLC,2017-10-04T00:06:38.000000,2017-10-04T00:07:05.000000,41.3682,89.5478,41.969967,91.261734,42.365524,88.205551,40.350494,90.843315,40.746746,87.864769,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20171004T000638_20171004T000705_007672_00D8C9_6D7B.zip,4272.985313,NA,NA,NA,0,S1B_IWDV_0454_0459_007672_121
S1B_IW_SLC__1SDV_20171004T000613_20171004T000640_007672_00D8C9_B6CC,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",7672,121,449,2017-10-04T00:06:40.000000,2017-10-04T00:06:13.000000,SLC,2017-10-04T00:06:13.000000,2017-10-04T00:06:40.000000,42.8853,89.919,43.51395,91.687096,43.910278,88.544701,41.838936,91.241714,42.235592,88.18615,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20171004T000613_20171004T000640_007672_00D8C9_B6CC.zip,4403.955452,NA,NA,NA,0,S1B_IWDV_0449_0454_007672_121
S1B_IW_SLC__1SDV_20171004T000548_20171004T000615_007672_00D8C9_AF22,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",7672,121,444,2017-10-04T00:06:15.000000,2017-10-04T00:05:48.000000,SLC,2017-10-04T00:05:48.000000,2017-10-04T00:06:15.000000,44.4009,90.2771,45.004776,92.08271,45.400215,88.862122,43.379345,91.637703,43.774723,88.507965,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20171004T000548_20171004T000615_007672_00D8C9_AF22.zip,4018.365698,NA,NA,NA,0,S1B_IWDV_0444_0449_007672_121
S1B_IW_SLC__1SDV_20171004T000523_20171004T000550_007672_00D8C9_D65E,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",7672,121,439,2017-10-04T00:05:50.000000,2017-10-04T00:05:23.000000,SLC,2017-10-04T00:05:23.000000,2017-10-04T00:05:50.000000,45.8897,90.645,46.492306,92.49968,46.887928,89.190697,44.868286,92.040771,45.263412,88.829758,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20171004T000523_20171004T000550_007672_00D8C9_D65E.zip,4066.368295,NA,NA,NA,0,S1B_IWDV_0439_0444_007672_121
S1B_IW_SLC__1SDV_20171004T000458_20171004T000525_007672_00D8C9_FEBE,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",7672,121,434,2017-10-04T00:05:25.000000,2017-10-04T00:04:58.000000,SLC,2017-10-04T00:04:58.000000,2017-10-04T00:05:25.000000,47.3797,91.0133,47.980854,92.918457,48.376167,89.51915,46.359032,92.444649,46.753395,89.150925,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20171004T000458_20171004T000525_007672_00D8C9_FEBE.zip,4242.344781,NA,NA,NA,0,S1B_IWDV_0434_0439_007672_121
S1A_IW_SLC__1SDV_20170928T001140_20170928T001207_018568_01F4C7_9C6E,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",18568,121,506,2017-09-28T00:12:07.000000,2017-09-28T00:11:40.000000,SLC,2017-09-28T00:11:40.000000,2017-09-28T00:12:07.000000,25.6948,86.2136,26.29528,87.631065,26.709333,85.125114,24.668056,87.280022,25.085081,84.809647,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170928T001140_20170928T001207_018568_01F4C7_9C6E.zip,4582.239926,NA,NA,NA,0,S1A_IWDV_0506_0511_018568_121
S1A_IW_SLC__1SDV_20170928T001116_20170928T001142_018568_01F4C7_668A,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",18568,121,501,2017-09-28T00:11:42.000000,2017-09-28T00:11:16.000000,SLC,2017-09-28T00:11:16.000000,2017-09-28T00:11:42.000000,27.1952,86.4999,27.797525,87.930115,28.20668,85.400276,26.171036,87.575821,26.583019,85.084282,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170928T001116_20170928T001142_018568_01F4C7_668A.zip,4587.214476,NA,NA,NA,0,S1A_IWDV_0501_0506_018568_121
S1A_IW_SLC__1SDV_20170928T001050_20170928T001118_018568_01F4C7_B408,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",18568,121,496,2017-09-28T00:11:18.000000,2017-09-28T00:10:50.000000,SLC,2017-09-28T00:10:50.000000,2017-09-28T00:11:18.000000,28.728,86.7691,29.362501,88.21389,29.764252,85.669029,27.678543,87.843582,28.08309,85.341164,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170928T001050_20170928T001118_018568_01F4C7_B408.zip,4457.905473,NA,NA,NA,0,S1A_IWDV_0496_0501_018568_121
S1A_IW_SLC__1SDV_20170928T001025_20170928T001052_018568_01F4C7_0161,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",18568,121,491,2017-09-28T00:10:52.000000,2017-09-28T00:10:25.000000,SLC,2017-09-28T00:10:25.000000,2017-09-28T00:10:52.000000,30.2536,87.0822,30.859406,88.541229,31.258337,85.958084,29.235012,88.179314,29.636469,85.64035,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170928T001025_20170928T001052_018568_01F4C7_0161.zip,4220.545326,NA,NA,NA,0,S1A_IWDV_0491_0496_018568_121
S1A_IW_SLC__1SDV_20170928T001000_20170928T001027_018568_01F4C7_D8B7,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",18568,121,486,2017-09-28T00:10:27.000000,2017-09-28T00:10:00.000000,SLC,2017-09-28T00:10:00.000000,2017-09-28T00:10:27.000000,31.7472,87.4062,32.35297,88.891327,32.750702,86.259323,30.729156,88.52404,31.129219,85.93972,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170928T001000_20170928T001027_018568_01F4C7_D8B7.zip,4072.154418,NA,NA,NA,0,S1A_IWDV_0486_0491_018568_121
S1A_IW_SLC__1SDV_20170928T000935_20170928T001002_018568_01F4C7_43A4,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",18568,121,481,2017-09-28T00:10:02.000000,2017-09-28T00:09:35.000000,SLC,2017-09-28T00:09:35.000000,2017-09-28T00:10:02.000000,33.2429,87.7189,33.849262,89.228012,34.244469,86.551567,32.225948,88.855087,32.623291,86.229897,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170928T000935_20170928T001002_018568_01F4C7_43A4.zip,4052.621761,NA,NA,NA,0,S1A_IWDV_0481_0486_018568_121
S1A_IW_SLC__1SDV_20170928T000910_20170928T000937_018568_01F4C7_1A71,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",18568,121,476,2017-09-28T00:09:37.000000,2017-09-28T00:09:10.000000,SLC,2017-09-28T00:09:10.000000,2017-09-28T00:09:37.000000,34.7366,88.0456,35.342785,89.583458,35.736679,86.853722,33.720379,89.204094,34.116192,86.529533,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170928T000910_20170928T000937_018568_01F4C7_1A71.zip,4027.594572,NA,NA,NA,0,S1A_IWDV_0476_0481_018568_121
S1A_IW_SLC__1SDV_20170928T000845_20170928T000913_018568_01F4C7_C438,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",18568,121,471,2017-09-28T00:09:13.000000,2017-09-28T00:08:45.000000,SLC,2017-09-28T00:08:45.000000,2017-09-28T00:09:13.000000,36.2587,88.3755,36.893097,89.949844,37.285141,87.164474,35.215267,89.549927,35.609051,86.826012,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170928T000845_20170928T000913_018568_01F4C7_C438.zip,4202.707525,NA,NA,NA,0,S1A_IWDV_0471_0476_018568_121
S1A_IW_SLC__1SDV_20170928T000817_20170928T000847_018568_01F4C7_A4B6,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",18568,121,466,2017-09-28T00:08:47.000000,2017-09-28T00:08:17.000000,SLC,2017-09-28T00:08:17.000000,2017-09-28T00:08:47.000000,37.8575,88.7438,38.54916,90.370949,38.941044,87.512878,36.755878,89.933472,37.1493,87.146629,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170928T000817_20170928T000847_018568_01F4C7_A4B6.zip,4604.336976,NA,NA,NA,0,S1A_IWDV_0466_0471_018568_121
S1B_IW_SLC__1SDV_20170922T000728_20170922T000746_007497_00D3C8_F93D,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",7497,121,464,2017-09-22T00:07:46.000000,2017-09-22T00:07:28.000000,SLC,2017-09-22T00:07:28.000000,2017-09-22T00:07:46.000000,38.6635,88.8855,38.995155,90.450806,39.388454,87.553337,37.920658,90.186058,38.314831,87.33329,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170922T000728_20170922T000746_007497_00D3C8_F93D.zip,2727.911911,NA,NA,NA,0,S1B_IWDV_0464_0468_007497_121
S1B_IW_SLC__1SDV_20170922T000703_20170922T000730_007497_00D3C8_A3CC,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",7497,121,459,2017-09-22T00:07:30.000000,2017-09-22T00:07:03.000000,SLC,2017-09-22T00:07:03.000000,2017-09-22T00:07:30.000000,39.8767,89.2067,40.479382,90.882942,40.876087,87.895493,38.857807,90.474266,39.255527,87.559067,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170922T000703_20170922T000730_007497_00D3C8_A3CC.zip,3832.622065,NA,NA,NA,0,S1B_IWDV_0459_0464_007497_121
S1B_IW_SLC__1SDV_20170922T000638_20170922T000705_007497_00D3C8_E363,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",7497,121,454,2017-09-22T00:07:05.000000,2017-09-22T00:06:38.000000,SLC,2017-09-22T00:06:38.000000,2017-09-22T00:07:05.000000,41.3682,89.5474,41.970108,91.261314,42.365646,88.205139,40.350506,90.84288,40.746742,87.864342,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170922T000638_20170922T000705_007497_00D3C8_E363.zip,4255.40871,NA,NA,NA,0,S1B_IWDV_0454_0459_007497_121
S1B_IW_SLC__1SDV_20170922T000612_20170922T000640_007497_00D3C8_C888,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",7497,121,449,2017-09-22T00:06:40.000000,2017-09-22T00:06:12.000000,SLC,2017-09-22T00:06:12.000000,2017-09-22T00:06:40.000000,42.8855,89.9185,43.514221,91.686676,43.91053,88.544296,41.838955,91.241249,42.235592,88.185707,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170922T000612_20170922T000640_007497_00D3C8_C888.zip,4395.696102,NA,NA,NA,0,S1B_IWDV_0449_0454_007497_121
S1B_IW_SLC__1SDV_20170922T000547_20170922T000615_007497_00D3C8_2F99,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",7497,121,444,2017-09-22T00:06:15.000000,2017-09-22T00:05:47.000000,SLC,2017-09-22T00:05:47.000000,2017-09-22T00:06:15.000000,44.4011,90.2767,45.004921,92.08226,45.400345,88.861687,43.379608,91.637306,43.774971,88.507568,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170922T000547_20170922T000615_007497_00D3C8_2F99.zip,4025.840676,NA,NA,NA,0,S1B_IWDV_0444_0449_007497_121
S1B_IW_SLC__1SDV_20170922T000523_20170922T000550_007497_00D3C8_0F3F,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",7497,121,439,2017-09-22T00:05:50.000000,2017-09-22T00:05:23.000000,SLC,2017-09-22T00:05:23.000000,2017-09-22T00:05:50.000000,45.8899,90.6445,46.492458,92.499191,46.888062,89.190224,44.868435,92.040306,45.263542,88.829308,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170922T000523_20170922T000550_007497_00D3C8_0F3F.zip,4061.238842,NA,NA,NA,0,S1B_IWDV_0439_0444_007497_121
S1B_IW_SLC__1SDV_20170922T000458_20170922T000525_007497_00D3C8_38C5,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",7497,121,434,2017-09-22T00:05:25.000000,2017-09-22T00:04:58.000000,SLC,2017-09-22T00:04:58.000000,2017-09-22T00:05:25.000000,47.3797,91.0139,47.980713,92.919228,48.376102,89.519394,46.359013,92.445435,46.753448,89.151199,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170922T000458_20170922T000525_007497_00D3C8_38C5.zip,4229.096769,NA,NA,NA,0,S1B_IWDV_0434_0439_007497_121
S1A_IW_SLC__1SDV_20170916T001140_20170916T001207_018393_01EF6C_8FD8,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",18393,121,506,2017-09-16T00:12:07.000000,2017-09-16T00:11:40.000000,SLC,2017-09-16T00:11:40.000000,2017-09-16T00:12:07.000000,25.6942,86.2131,26.294655,87.630569,26.708687,85.124611,24.667553,87.279579,25.084558,84.809189,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170916T001140_20170916T001207_018393_01EF6C_8FD8.zip,4580.092352,NA,NA,NA,0,S1A_IWDV_0506_0511_018393_121
S1A_IW_SLC__1SDV_20170916T001114_20170916T001142_018393_01EF6C_7051,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",18393,121,501,2017-09-16T00:11:42.000000,2017-09-16T00:11:14.000000,SLC,2017-09-16T00:11:14.000000,2017-09-16T00:11:42.000000,27.2235,86.5038,27.854734,87.940414,28.263611,85.409966,26.170593,87.57354,26.582397,85.082787,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170916T001114_20170916T001142_018393_01EF6C_7051.zip,4776.0158,NA,NA,NA,0,S1A_IWDV_0501_0506_018393_121
S1A_IW_SLC__1SDV_20170916T001049_20170916T001116_018393_01EF6C_901D,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",18393,121,496,2017-09-16T00:11:16.000000,2017-09-16T00:10:49.000000,SLC,2017-09-16T00:10:49.000000,2017-09-16T00:11:16.000000,28.7567,86.7739,29.362185,88.21228,29.763813,85.667923,27.736374,87.854721,28.140701,85.351395,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170916T001049_20170916T001116_018393_01EF6C_901D.zip,4293.799687,NA,NA,NA,0,S1A_IWDV_0496_0501_018393_121
S1A_IW_SLC__1SDV_20170916T001025_20170916T001052_018393_01EF6C_F7A8,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",18393,121,491,2017-09-16T00:10:52.000000,2017-09-16T00:10:25.000000,SLC,2017-09-16T00:10:25.000000,2017-09-16T00:10:52.000000,30.2534,87.0817,30.859282,88.540764,31.258188,85.957603,29.234636,88.178818,29.636072,85.639847,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20170916T001025_20170916T001052_018393_01EF6C_F7A8.zip,4230.099551,NA,NA,NA,0,S1A_IWDV_0491_0496_018393_121
