Granule Name,Platform,Sensor,Beam Mode,Beam Mode Description,Orbit,Path Number,Frame Number,Acquisition Date,Processing Date,Processing Level,Start Time,End Time,Center Lat,Center Lon,Near Start Lat,Near Start Lon,Far Start Lat,Far Start Lon,Near End Lat,Near End Lon,Far End Lat,Far End Lon,Faraday Rotation,Ascending or Descending?,URL,Size (MB),Off Nadir Angle,Stack Size,Doppler,GroupID,
S1B_IW_SLC__1SDV_20200403T000713_20200403T000745_020972_027C7E_191E,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",20972,121,459,2020-04-03T00:07:45.000000,2020-04-03T00:07:13.000000,SLC,2020-04-03T00:07:13.000000,2020-04-03T00:07:45.000000,39.7365,89.1713,40.48074,90.877983,40.876747,87.895462,38.576591,90.399261,38.973824,87.50087,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20200403T000713_20200403T000745_020972_027C7E_191E.zip,4668.240774,NA,NA,NA,0,S1B_IWDV_0459_0466_020972_121
S1B_IW_SLC__1SDV_20200403T000649_20200403T000716_020972_027C7E_7AB1,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",20972,121,454,2020-04-03T00:07:16.000000,2020-04-03T00:06:49.000000,SLC,2020-04-03T00:06:49.000000,2020-04-03T00:07:16.000000,41.3697,89.5396,41.972191,91.249519,42.366516,88.20121,40.352692,90.83139,40.747726,87.860504,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20200403T000649_20200403T000716_020972_027C7E_7AB1.zip,4317.86418,NA,NA,NA,0,S1B_IWDV_0454_0460_020972_121
S1B_IW_SLC__1SDV_20200403T000623_20200403T000651_020972_027C7E_00B4,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",20972,121,449,2020-04-03T00:06:51.000000,2020-04-03T00:06:23.000000,SLC,2020-04-03T00:06:23.000000,2020-04-03T00:06:51.000000,42.887,89.91,43.516434,91.673866,43.911461,88.539841,41.841263,91.22879,42.236637,88.181366,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20200403T000623_20200403T000651_020972_027C7E_00B4.zip,4361.5469,NA,NA,NA,0,S1B_IWDV_0449_0455_020972_121
S1B_IW_SLC__1SDV_20200403T000558_20200403T000625_020972_027C7E_6C2C,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",20972,121,444,2020-04-03T00:06:25.000000,2020-04-03T00:05:58.000000,SLC,2020-04-03T00:05:58.000000,2020-04-03T00:06:25.000000,44.4007,90.2839,45.004345,92.089684,45.400017,88.869072,43.379025,91.644463,43.774624,88.514702,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20200403T000558_20200403T000625_020972_027C7E_6C2C.zip,3952.292964,NA,NA,NA,0,S1B_IWDV_0444_0450_020972_121
S1B_IW_SLC__1SDV_20200403T000533_20200403T000600_020972_027C7E_A8CC,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",20972,121,439,2020-04-03T00:06:00.000000,2020-04-03T00:05:33.000000,SLC,2020-04-03T00:05:33.000000,2020-04-03T00:06:00.000000,45.8902,90.6466,46.49295,92.499908,46.888294,89.193832,44.868912,92.040947,45.26376,88.832771,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20200403T000533_20200403T000600_020972_027C7E_A8CC.zip,4030.932215,NA,NA,NA,0,S1B_IWDV_0439_0445_020972_121
S1B_IW_SLC__1SDV_20200403T000508_20200403T000535_020972_027C7E_D193,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",20972,121,434,2020-04-03T00:05:35.000000,2020-04-03T00:05:08.000000,SLC,2020-04-03T00:05:08.000000,2020-04-03T00:05:35.000000,47.3814,91.005,47.983074,92.905861,48.377171,89.514931,46.361465,92.432487,46.754627,89.146866,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20200403T000508_20200403T000535_020972_027C7E_D193.zip,4240.164948,NA,NA,NA,0,S1B_IWDV_0434_0440_020972_121
S1A_IW_SLC__1SDV_20200328T001150_20200328T001217_031868_03ADA6_7B03,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",31868,121,506,2020-03-28T00:12:17.000000,2020-03-28T00:11:50.000000,SLC,2020-03-28T00:11:50.000000,2020-03-28T00:12:17.000000,25.695,86.2123,26.295639,87.629539,26.709564,85.124031,24.668396,87.278534,25.085293,84.808594,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200328T001150_20200328T001217_031868_03ADA6_7B03.zip,4453.013902,NA,NA,NA,0,S1A_IWDV_0506_0512_031868_121
S1A_IW_SLC__1SDV_20200328T001126_20200328T001153_031868_03ADA6_67A1,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",31868,121,501,2020-03-28T00:11:53.000000,2020-03-28T00:11:26.000000,SLC,2020-03-28T00:11:26.000000,2020-03-28T00:11:53.000000,27.1944,86.5059,27.796556,87.93792,28.20636,85.40461,26.169672,87.583443,26.5823,85.088493,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200328T001126_20200328T001153_031868_03ADA6_67A1.zip,4495.606052,NA,NA,NA,0,S1A_IWDV_0501_0507_031868_121
S1A_IW_SLC__1SDV_20200328T001100_20200328T001128_031868_03ADA6_FAC4,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",31868,121,496,2020-03-28T00:11:28.000000,2020-03-28T00:11:00.000000,SLC,2020-03-28T00:11:00.000000,2020-03-28T00:11:28.000000,28.7295,86.7616,29.364468,88.204422,29.765446,85.663261,27.680368,87.834267,28.08415,85.335495,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200328T001100_20200328T001128_031868_03ADA6_FAC4.zip,4465.488882,NA,NA,NA,0,S1A_IWDV_0496_0502_031868_121
S1A_IW_SLC__1SDV_20200328T001035_20200328T001102_031868_03ADA6_DDAE,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",31868,121,491,2020-03-28T00:11:02.000000,2020-03-28T00:10:35.000000,SLC,2020-03-28T00:10:35.000000,2020-03-28T00:11:02.000000,30.2538,87.0833,30.859421,88.542786,31.25848,85.958771,29.23513,88.180878,29.636713,85.641068,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200328T001035_20200328T001102_031868_03ADA6_DDAE.zip,4246.017445,NA,NA,NA,0,S1A_IWDV_0491_0497_031868_121
S1A_IW_SLC__1SDV_20200328T001010_20200328T001037_031868_03ADA6_2322,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",31868,121,486,2020-03-28T00:10:37.000000,2020-03-28T00:10:10.000000,SLC,2020-03-28T00:10:10.000000,2020-03-28T00:10:37.000000,31.748,87.4035,32.353916,88.888046,32.751385,86.257172,30.730082,88.520836,31.129885,85.937622,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200328T001010_20200328T001037_031868_03ADA6_2322.zip,4108.359112,NA,NA,NA,0,S1A_IWDV_0486_0492_031868_121
S1A_IW_SLC__1SDV_20200328T000945_20200328T001012_031868_03ADA6_3ACF,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",31868,121,481,2020-03-28T00:10:12.000000,2020-03-28T00:09:45.000000,SLC,2020-03-28T00:09:45.000000,2020-03-28T00:10:12.000000,33.2434,87.7178,33.850002,89.226883,34.245117,86.550667,32.226418,88.853943,32.623676,86.228989,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200328T000945_20200328T001012_031868_03ADA6_3ACF.zip,4084.915565,NA,NA,NA,0,S1A_IWDV_0481_0487_031868_121
S1A_IW_SLC__1SDV_20200328T000921_20200328T000947_031868_03ADA6_CB9C,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",31868,121,476,2020-03-28T00:09:47.000000,2020-03-28T00:09:21.000000,SLC,2020-03-28T00:09:21.000000,2020-03-28T00:09:47.000000,34.7381,88.0382,35.344654,89.57431,35.737839,86.848038,33.722229,89.195145,34.117344,86.523979,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200328T000921_20200328T000947_031868_03ADA6_CB9C.zip,4027.041956,NA,NA,NA,0,S1A_IWDV_0476_0482_031868_121
S1A_IW_SLC__1SDV_20200328T000855_20200328T000923_031868_03ADA6_D4BD,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",31868,121,471,2020-03-28T00:09:23.000000,2020-03-28T00:08:55.000000,SLC,2020-03-28T00:08:55.000000,2020-03-28T00:09:23.000000,36.2606,88.3658,36.895546,89.937668,37.28664,87.157074,35.217693,89.53804,35.610542,86.818794,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200328T000855_20200328T000923_031868_03ADA6_D4BD.zip,4162.00902,NA,NA,NA,0,S1A_IWDV_0471_0477_031868_121
S1A_IW_SLC__1SDV_20200328T000827_20200328T000857_031868_03ADA6_AE7B,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",31868,121,466,2020-03-28T00:08:57.000000,2020-03-28T00:08:27.000000,SLC,2020-03-28T00:08:27.000000,2020-03-28T00:08:57.000000,37.8583,88.7428,38.550068,90.369827,38.941872,87.511879,36.756638,89.932373,37.149982,87.145653,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200328T000827_20200328T000857_031868_03ADA6_AE7B.zip,4591.107137,NA,NA,NA,0,S1A_IWDV_0466_0472_031868_121
S1B_IW_SLC__1SDV_20200322T000738_20200322T000756_020797_0276F7_CFB4,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",20797,121,464,2020-03-22T00:07:56.000000,2020-03-22T00:07:38.000000,SLC,2020-03-22T00:07:38.000000,2020-03-22T00:07:56.000000,38.664,88.8848,38.995689,90.450012,39.388947,87.55278,37.921062,90.185226,38.315189,87.332695,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20200322T000738_20200322T000756_020797_0276F7_CFB4.zip,2743.685885,NA,NA,NA,0,S1B_IWDV_0464_0468_020797_121
S1B_IW_SLC__1SDV_20200322T000713_20200322T000740_020797_0276F7_A70F,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",20797,121,459,2020-03-22T00:07:40.000000,2020-03-22T00:07:13.000000,SLC,2020-03-22T00:07:13.000000,2020-03-22T00:07:40.000000,39.8772,89.2062,40.479885,90.882446,40.876572,87.895111,38.858299,90.473755,39.255997,87.55867,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20200322T000713_20200322T000740_020797_0276F7_A70F.zip,3845.487932,NA,NA,NA,0,S1B_IWDV_0459_0465_020797_121
S1B_IW_SLC__1SDV_20200322T000648_20200322T000715_020797_0276F7_270D,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",20797,121,454,2020-03-22T00:07:15.000000,2020-03-22T00:06:48.000000,SLC,2020-03-22T00:06:48.000000,2020-03-22T00:07:15.000000,41.3693,89.541,41.971443,91.253288,42.36639,88.200378,40.351952,90.835068,40.747601,87.859711,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20200322T000648_20200322T000715_020797_0276F7_270D.zip,4286.677544,NA,NA,NA,0,S1B_IWDV_0454_0460_020797_121
S1B_IW_SLC__1SDV_20200322T000623_20200322T000650_020797_0276F7_02FC,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",20797,121,449,2020-03-22T00:06:50.000000,2020-03-22T00:06:23.000000,SLC,2020-03-22T00:06:23.000000,2020-03-22T00:06:50.000000,42.8866,89.9115,43.515667,91.677803,43.911331,88.538979,41.840504,91.232628,42.236507,88.180542,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20200322T000623_20200322T000650_020797_0276F7_02FC.zip,4328.51341,NA,NA,NA,0,S1B_IWDV_0449_0455_020797_121
S1B_IW_SLC__1SDV_20200322T000558_20200322T000625_020797_0276F7_B27F,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",20797,121,444,2020-03-22T00:06:25.000000,2020-03-22T00:05:58.000000,SLC,2020-03-22T00:05:58.000000,2020-03-22T00:06:25.000000,44.4003,90.2855,45.003574,92.093681,45.399883,88.868187,43.378387,91.648392,43.774612,88.513885,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20200322T000558_20200322T000625_020797_0276F7_B27F.zip,3971.257126,NA,NA,NA,0,S1B_IWDV_0444_0450_020797_121
S1B_IW_SLC__1SDV_20200322T000533_20200322T000600_020797_0276F7_02CF,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",20797,121,439,2020-03-22T00:06:00.000000,2020-03-22T00:05:33.000000,SLC,2020-03-22T00:05:33.000000,2020-03-22T00:06:00.000000,45.8898,90.6482,46.492176,92.503998,46.888153,89.192917,44.868145,92.044922,45.263622,88.831886,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20200322T000533_20200322T000600_020797_0276F7_02CF.zip,4026.973323,NA,NA,NA,0,S1B_IWDV_0439_0445_020797_121
S1B_IW_SLC__1SDV_20200322T000508_20200322T000535_020797_0276F7_B5E0,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",20797,121,434,2020-03-22T00:05:35.000000,2020-03-22T00:05:08.000000,SLC,2020-03-22T00:05:08.000000,2020-03-22T00:05:35.000000,47.3809,91.0066,47.982292,92.910034,48.377026,89.513969,46.360573,92.436501,46.754364,89.14592,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20200322T000508_20200322T000535_020797_0276F7_B5E0.zip,4239.095228,NA,NA,NA,0,S1B_IWDV_0434_0440_020797_121
S1A_IW_SLC__1SDV_20200316T001150_20200316T001217_031693_03A77D_E875,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",31693,121,506,2020-03-16T00:12:17.000000,2020-03-16T00:11:50.000000,SLC,2020-03-16T00:11:50.000000,2020-03-16T00:12:17.000000,25.695,86.2129,26.295509,87.630127,26.709494,85.124527,24.668278,87.279083,25.085234,84.809059,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200316T001150_20200316T001217_031693_03A77D_E875.zip,4561.554825,NA,NA,NA,0,S1A_IWDV_0506_0512_031693_121
S1A_IW_SLC__1SDV_20200316T001126_20200316T001153_031693_03A77D_F557,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",31693,121,501,2020-03-16T00:11:53.000000,2020-03-16T00:11:26.000000,SLC,2020-03-16T00:11:26.000000,2020-03-16T00:11:53.000000,27.1942,86.5064,27.796413,87.938568,28.206278,85.405151,26.169416,87.584023,26.582106,85.088974,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200316T001126_20200316T001153_031693_03A77D_F557.zip,4494.887212,NA,NA,NA,0,S1A_IWDV_0501_0507_031693_121
S1A_IW_SLC__1SDV_20200316T001100_20200316T001128_031693_03A77D_1F44,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",31693,121,496,2020-03-16T00:11:28.000000,2020-03-16T00:11:00.000000,SLC,2020-03-16T00:11:00.000000,2020-03-16T00:11:28.000000,28.7295,86.7622,29.364317,88.205078,29.765354,85.663826,27.680355,87.8349,28.084196,85.336044,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200316T001100_20200316T001128_031693_03A77D_1F44.zip,4482.219648,NA,NA,NA,0,S1A_IWDV_0496_0502_031693_121
S1A_IW_SLC__1SDV_20200316T001035_20200316T001102_031693_03A77D_2474,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",31693,121,491,2020-03-16T00:11:02.000000,2020-03-16T00:10:35.000000,SLC,2020-03-16T00:10:35.000000,2020-03-16T00:11:02.000000,30.2536,87.0839,30.859257,88.543488,31.258377,85.959373,29.234854,88.181511,29.636499,85.641602,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200316T001035_20200316T001102_031693_03A77D_2474.zip,4280.591045,NA,NA,NA,0,S1A_IWDV_0491_0497_031693_121
S1A_IW_SLC__1SDV_20200316T001010_20200316T001037_031693_03A77D_5271,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",31693,121,486,2020-03-16T00:10:37.000000,2020-03-16T00:10:10.000000,SLC,2020-03-16T00:10:10.000000,2020-03-16T00:10:37.000000,31.7478,87.4042,32.353615,88.888756,32.751148,86.257782,30.729919,88.521538,31.129784,85.938217,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200316T001010_20200316T001037_031693_03A77D_5271.zip,4111.80497,NA,NA,NA,0,S1A_IWDV_0486_0492_031693_121
S1A_IW_SLC__1SDV_20200316T000945_20200316T001012_031693_03A77D_EBD2,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",31693,121,481,2020-03-16T00:10:12.000000,2020-03-16T00:09:45.000000,SLC,2020-03-16T00:09:45.000000,2020-03-16T00:10:12.000000,33.2431,87.7191,33.849586,89.228287,34.244816,86.551697,32.226143,88.855316,32.623512,86.229996,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200316T000945_20200316T001012_031693_03A77D_EBD2.zip,4082.703036,NA,NA,NA,0,S1A_IWDV_0481_0487_031693_121
S1A_IW_SLC__1SDV_20200316T000920_20200316T000947_031693_03A77D_69A2,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",31693,121,476,2020-03-16T00:09:47.000000,2020-03-16T00:09:20.000000,SLC,2020-03-16T00:09:20.000000,2020-03-16T00:09:47.000000,34.7378,88.039,35.344452,89.575134,35.737705,86.848747,33.72192,89.195892,34.117096,86.52462,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200316T000920_20200316T000947_031693_03A77D_69A2.zip,4047.911783,NA,NA,NA,0,S1A_IWDV_0476_0482_031693_121
S1A_IW_SLC__1SDV_20200316T000855_20200316T000923_031693_03A77D_2426,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",31693,121,471,2020-03-16T00:09:23.000000,2020-03-16T00:08:55.000000,SLC,2020-03-16T00:08:55.000000,2020-03-16T00:09:23.000000,36.2605,88.3666,36.895454,89.93856,37.286617,87.157852,35.217495,89.538857,35.610409,86.819496,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200316T000855_20200316T000923_031693_03A77D_2426.zip,4199.919156,NA,NA,NA,0,S1A_IWDV_0471_0477_031693_121
S1A_IW_SLC__1SDV_20200316T000827_20200316T000857_031693_03A77D_73A2,Sentinel-1A,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",31693,121,466,2020-03-16T00:08:57.000000,2020-03-16T00:08:27.000000,SLC,2020-03-16T00:08:27.000000,2020-03-16T00:08:57.000000,37.8581,88.7436,38.549839,90.37075,38.941711,87.51268,36.756546,89.933266,37.14996,87.146423,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20200316T000827_20200316T000857_031693_03A77D_73A2.zip,4603.819577,NA,NA,NA,0,S1A_IWDV_0466_0472_031693_121
S1B_IW_SLC__1SDV_20200310T000738_20200310T000756_020622_02716D_7BFE,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",20622,121,464,2020-03-10T00:07:56.000000,2020-03-10T00:07:38.000000,SLC,2020-03-10T00:07:38.000000,2020-03-10T00:07:56.000000,38.6639,88.8846,38.995499,90.449905,39.388767,87.552551,37.921124,90.185188,38.315262,87.332527,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20200310T000738_20200310T000756_020622_02716D_7BFE.zip,2731.520597,NA,NA,NA,0,S1B_IWDV_0464_0468_020622_121
S1B_IW_SLC__1SDV_20200310T000713_20200310T000740_020622_02716D_A85A,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",20622,121,459,2020-03-10T00:07:40.000000,2020-03-10T00:07:13.000000,SLC,2020-03-10T00:07:13.000000,2020-03-10T00:07:40.000000,39.8769,89.206,40.479446,90.882256,40.876141,87.894806,38.858238,90.473656,39.255943,87.558456,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20200310T000713_20200310T000740_020622_02716D_A85A.zip,3847.357347,NA,NA,NA,0,S1B_IWDV_0459_0465_020622_121
S1B_IW_SLC__1SDV_20200310T000648_20200310T000715_020622_02716D_0D84,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",20622,121,454,2020-03-10T00:07:15.000000,2020-03-10T00:06:48.000000,SLC,2020-03-10T00:06:48.000000,2020-03-10T00:07:15.000000,41.369,89.5408,41.971004,91.253044,42.365955,88.20005,40.351639,90.834862,40.747299,87.859413,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20200310T000648_20200310T000715_020622_02716D_0D84.zip,4290.966987,NA,NA,NA,0,S1B_IWDV_0454_0460_020622_121
S1B_IW_SLC__1SDV_20200310T000622_20200310T000650_020622_02716D_A310,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",20622,121,449,2020-03-10T00:06:50.000000,2020-03-10T00:06:22.000000,SLC,2020-03-10T00:06:22.000000,2020-03-10T00:06:50.000000,42.8863,89.9114,43.51545,91.67775,43.911121,88.538841,41.84005,91.232506,42.236057,88.180359,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20200310T000622_20200310T000650_020622_02716D_A310.zip,4314.697304,NA,NA,NA,0,S1B_IWDV_0449_0455_020622_121
S1B_IW_SLC__1SDV_20200310T000558_20200310T000625_020622_02716D_0AF2,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",20622,121,444,2020-03-10T00:06:25.000000,2020-03-10T00:05:58.000000,SLC,2020-03-10T00:05:58.000000,2020-03-10T00:06:25.000000,44.4001,90.2853,45.003483,92.09359,45.399799,88.86795,43.378059,91.648239,43.774292,88.513603,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20200310T000558_20200310T000625_020622_02716D_0AF2.zip,3970.319138,NA,NA,NA,0,S1B_IWDV_0444_0450_020622_121
S1B_IW_SLC__1SDV_20200310T000533_20200310T000600_020622_02716D_49F8,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",20622,121,439,2020-03-10T00:06:00.000000,2020-03-10T00:05:33.000000,SLC,2020-03-10T00:05:33.000000,2020-03-10T00:06:00.000000,45.8897,90.648,46.492077,92.503883,46.888069,89.192657,44.868057,92.044815,45.263542,88.831642,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20200310T000533_20200310T000600_020622_02716D_49F8.zip,4030.777678,NA,NA,NA,0,S1B_IWDV_0439_0445_020622_121
S1B_IW_SLC__1SDV_20200310T000508_20200310T000535_020622_02716D_70D4,Sentinel-1B,C-SAR,IW,"Interferometric Wide. 250 km swath, 5 m x 20 m spatial resolution and burst synchronization for interferometry. IW is considered to be the standard mode over land masses.",20622,121,434,2020-03-10T00:05:35.000000,2020-03-10T00:05:08.000000,SLC,2020-03-10T00:05:08.000000,2020-03-10T00:05:35.000000,47.3808,91.0064,47.982189,92.90992,48.376934,89.51371,46.360477,92.436386,46.754276,89.14566,NA,DESCENDING,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20200310T000508_20200310T000535_020622_02716D_70D4.zip,4222.140574,NA,NA,NA,0,S1B_IWDV_0434_0440_020622_121
